존,번호,곡,근거,등급
S4,58,디,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 59 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 50~59 전체의 밀림이 없다,구간확정
S4,59,루시드(PIU Edit),사용자 확인(대부분 8/14 영상 눈판독) — S4 의 59 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 50~59 전체의 밀림이 없다,구간확정
S4,65,오버블로우,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,66,헝가리 무곡 V,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,67,마왕,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,68,조나단의 꿈,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,69,소서리스 엘리제,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,70,사랑가 -2막-,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,71,데스티네이션,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,72,제네시스,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,73,테크 -클럽 코펜하겐-,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,74,안녕 윌리엄,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,75,터키 행진곡 -미니멀튠즈-,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,76,겟 업 (앤 고),사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,77,펌핑 점핑,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,78,테프리스,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,79,캐논 X.1,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,80,디제이 오타다,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,81,마이 드림즈,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,82,토카타,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,83,비트 더 고스트,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,84,카프리스 오브 오타다,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,85,몽키 핑거즈 2,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,86,패스터 Z,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,87,키메라,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 65·66·67·68 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 65~87 전체의 밀림이 없다,구간확정
S4,93,위치 닥터,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,94,러브 이즈 어 데인저 존 pt.2,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,95,파파 곤잘레스,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,96,점프,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,97,무혼 2,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,98,몽키 핑거즈,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,99,블레이징,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,100,컴 투 미,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,101,겟 유어 그루브 온,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,102,러브 이즈 어 데인저 존,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,103,마이웨이,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,104,탑 시티,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,105,윈터,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,106,틸 디 엔드 오브 타임,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,107,오이 오이 오이,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,108,위 윌 밋 어게인,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,109,셋 미 업,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,110,댄스 위드 미,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,111,우편마차,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,112,치킨 윙,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 93·94·95·96·112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 93~112 전체의 밀림이 없다,구간확정
S4,118,퍼페츄얼,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,119,갤럭시 컬랩스,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,120,굿바운스,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,121,플래시 아웃,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,122,솔저스 (TANO*C W TEAM RED ANTHEM),사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,123,호랑풍류가,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,124,천년이 지나서,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,125,라이프 이즈 피아노,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,126,크로스 레이 (feat. 月下Lia),사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,127,코스미컬 리듬,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,128,마타도르,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,129,필 마이 해피니스,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,130,까랴위사따,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,131,스타더스트 오버드라이브,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,132,임프린팅,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,133,서든 로맨스 [PIU Edit],사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,134,미토츠다이라,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,135,스마일 다이어리,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,136,프라임,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,137,퀸 오브 더 레드,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,138,아이디얼라이즈드 로맨스,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 118·119·120·121·122·123 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~138 전체의 밀림이 없다,구간확정
S4,144,유토피아,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 144·145·146·147 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 144~147 전체의 밀림이 없다,구간확정
S4,145,가고일,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 144·145·146·147 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 144~147 전체의 밀림이 없다,구간확정
S4,146,네크로맨시,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 144·145·146·147 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 144~147 전체의 밀림이 없다,구간확정
S4,147,슈퍼☆하라구로☆팝,사용자 확인(대부분 8/14 영상 눈판독) — S4 의 144·145·146·147 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 144~147 전체의 밀림이 없다,구간확정
S5,4,비행기,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,5,노스텔지어,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,6,조깅,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,7,날아올라,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,8,체이스 미,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,9,슬램,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,10,사월의 축제,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,11,유포리아닉,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,12,데몬 오브 라플라스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,13,블루이쉬 로즈,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 4·5·6·7·8·13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~13 전체의 밀림이 없다,구간확정
S5,19,라스트 리버스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,20,오버블로우2,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,21,앵귀시드 언메이킹,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,22,헤이 유,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,23,업 앤 업 (Produced by AWAL),사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,24,메테오라이즈,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,25,매드 사이언스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,26,히아신스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,27,무브 댓 바디!,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,28,스콜피온 킹,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,29,로그인,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,30,여래아,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,31,위 갓 투 노우,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,32,네이티브,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,33,테크 -클럽 코펜하겐-,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,34,사람들은 몰랐다네,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,35,케이.오.에이 : 엘리스 인 원더월드,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,36,파이널 오디션 에피소드 2-X,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,37,펌트리스 8비트 ver.,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,38,아크 오브 다크니스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,39,건락,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,40,투우사의 노래,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,41,미운 오리 새끼,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,42,비트 오브 더 워 2,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,43,제이 봉,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,44,하이 바이,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,45,파이널 오디션 3,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,46,엑스트림,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,47,겟 업!,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,48,디 갱,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,49,미션 파서블,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,50,펌프 점프,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,51,엔,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,52,롤링 크리스마스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,53,올 아이 원트 포 크리스마스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,54,사랑가,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,55,미스터 라푸스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 19·20·21·33·34·35 외 9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 19~55 전체의 밀림이 없다,구간확정
S5,62,팝 시퀀스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
S5,63,라라,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
S5,64,브레인 파워,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
S5,65,허쉬,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
S5,66,요로피쿠 피쿠요로!,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
S5,67,배드 애플!! feat. Nomico,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
S5,68,바로크 바이러스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
S5,69,모노리스,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
S5,70,레이디버그,사용자 확인(대부분 8/14 영상 눈판독) — S5 의 62·63·64·65·66·67 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 62~76 전체의 밀림이 없다,구간확정
